SUBSCRIBER_ID,TENURE,MONTHLY_CHARGES,TOTAL_CHARGES,CONTRACT_TYPE,PAYMENT_METHOD,WAIVER_ACTIVE,SUPPORT_CALLS,CHURN
6036427,82,6425.54,526894.28,Postpaid,Credit Card,Yes,NULL,0
6069153,15,1595.83,23937.45,Prepaid,Cash,No,22,0
6003548,96,13125.76,1260072.96,Postpaid,Bank Transfer,NULL,45,1
6097621,63,4825.39,303999.57,Postpaid,Credit Card,Yes,6,0
6028453,28,11775.62,329717.36,Prepaid,Cash,Yes,31,1
6080197,111,3725.94,413579.34,Postpaid,Credit Card,No,17,0
6056348,51,14475.28,738239.28,Prepaid,Cheque,Yes,28,0
6012875,74,6925.81,512509.94,Prepaid,Credit Card,No,3,1
6074913,7,10975.47,76828.29,Prepaid,Cash,Yes,49,0
6048206,89,2575.63,229231.07,Prepaid,Bank Transfer,NULL,13,1
6031598,54,9875.92,533299.68,Prepaid,Credit Card,No,20,0
6062734,18,5525.36,99456.48,Prepaid,Credit Card,Yes,38,0
6009481,105,15175.74,1593452.7,Prepaid,Cash,Yes,11,1
6095367,38,4175.28,158660.64,Prepaid,Cheque,No,NULL,0
6024718,69,8235.69,568262.61,Postpaid,Credit Card,Yes,34,0
6087531,26,6125.42,159260.92,Postpaid,Bank Transfer,Yes,5,1
6051824,98,13575.86,1330434.28,Prepaid,Cash,No,24,0
6016947,43,2875.37,123640.91,Prepaid,Credit Card,NULL,46,0
6073085,13,10425.91,135536.83,Postpaid,Credit Card,Yes,8,0
6049652,116,6725.53,780161.48,Prepaid,Cheque,No,19,1
6037816,32,14875.24,476007.68,Postpaid,Cash,Yes,40,0
6064298,79,1925.68,152128.72,Prepaid,Bank Transfer,Yes,16,1
6005173,61,9165.47,559093.67,Postpaid,Credit Card,No,27,0
6091842,5,5325.82,26629.1,Prepaid,Cash,Yes,2,0
6028369,94,12675.39,1191486.66,Prepaid,Credit Card,NULL,35,1
6085401,47,7325.64,344305.08,Prepaid,Credit Card,No,14,0
6059732,87,13875.28,1207149.36,Prepaid,Bank Transfer,Yes,NULL,1
6014586,20,3525.91,70518.2,Postpaid,Cheque,Yes,43,0
6072149,108,11475.63,1239368.04,Prepaid,Cash,No,9,0
6046073,55,4725.86,259922.3,Prepaid,Credit Card,Yes,30,1
6033928,16,1575.42,25206.72,Prepaid,Credit Card,No,1,0
6068514,100,12975.79,1297579,Prepaid,Cash,NULL,48,0
6007315,35,5825.34,203886.9,Postpaid,Bank Transfer,Yes,21,1
6092684,72,9950.68,716448.96,Prepaid,Cheque,Yes,12,0
6021497,59,7625.41,449899.19,Prepaid,Credit Card,No,37,1
6089753,9,14175.92,127583.28,Prepaid,Cash,Yes,6,0
6053268,113,3125.76,353210.88,Postpaid,Credit Card,No,25,0
6018074,42,11875.29,498762.18,Postpaid,Credit Card,Yes,44,1
6076531,83,6575.83,545793.89,Postpaid,Bank Transfer,NULL,10,0
6040829,24,14625.47,351011.28,Prepaid,Cash,No,NULL,1
6037146,97,2275.94,220766.18,Prepaid,Cheque,Yes,18,0
6062057,50,8625.31,431265.5,Postpaid,Credit Card,Yes,33,0
6008931,14,5425.68,75959.52,Postpaid,Cash,No,15,1
6095478,109,13425.86,1463418.74,Prepaid,Credit Card,Yes,47,0
6023651,30,3975.52,119265.6,Prepaid,Bank Transfer,Yes,4,0
6081489,65,15275.27,992892.55,Prepaid,Credit Card,No,29,1
6057324,78,6875.39,536280.42,Prepaid,Cash,NULL,22,0
6015298,53,10925.74,579064.22,Postpaid,Cheque,Yes,39,1
6079813,6,2925.61,17553.66,Postpaid,Credit Card,No,7,0
6042745,117,12575.48,1471331.16,Prepaid,Credit Card,Yes,50,0
6038569,37,4525.93,167459.41,Prepaid,Bank Transfer,No,13,1
6064102,90,9725.36,875282.4,Prepaid,Cash,Yes,26,0
6001628,21,6175.82,129692.22,Prepaid,Credit Card,Yes,0,1
6097345,104,13725.49,1427450.96,Prepaid,Cheque,NULL,36,0
6026813,58,3375.74,195792.92,Prepaid,Credit Card,No,11,0
6084950,11,11575.26,127327.86,Prepaid,Cash,Yes,NULL,1
6052176,86,7825.63,673004.18,Prepaid,Bank Transfer,Yes,45,0
6019408,46,14825.91,681991.86,Prepaid,Cash,No,17,0
6073584,73,1825.38,133252.74,Prepaid,Credit Card,Yes,23,1
6047193,19,9325.67,177187.73,Postpaid,Bank Transfer,NULL,8,0
6032857,112,5125.84,574094.08,Prepaid,Credit Card,No,31,1
6068429,64,12725.29,814418.56,Postpaid,Cash,Yes,5,0
6005743,27,6725.46,181587.42,Prepaid,Cheque,Yes,42,0
6091268,81,14325.78,1160388.18,Postpaid,Credit Card,No,14,1
6029345,52,2675.93,139148.36,Postpaid,Credit Card,Yes,28,0
6080671,4,10175.31,40701.24,Prepaid,Cash,Yes,20,1
6058934,115,5825.62,669946.3,Postpaid,Bank Transfer,No,49,0
6014765,33,15375.49,507391.17,Prepaid,Credit Card,NULL,2,0
6072143,69,3925.86,270884.34,Postpaid,Cash,Yes,NULL,1
6049815,56,11725.38,656621.28,Prepaid,Credit Card,No,34,0
6036520,12,7425.91,89110.92,Prepaid,Cheque,Yes,12,0
6063087,95,13675.54,1299176.3,Prepaid,Bank Transfer,Yes,46,1
6008475,44,3125.27,137511.88,Postpaid,Credit Card,No,6,0
6094513,101,8945.83,903528.83,Prepaid,Cash,Yes,19,1
6021758,23,5625.49,129386.27,Postpaid,Credit Card,NULL,38,0
6087391,77,14925.72,1149280.44,Prepaid,Credit Card,No,10,0
6052841,60,2175.68,130540.8,Prepaid,Cash,Yes,27,1
6019357,8,10875.34,87002.72,Postpaid,Bank Transfer,Yes,3,0
6075620,118,6325.96,746463.28,Postpaid,Cheque,No,41,1
6043908,39,12175.42,474841.38,Prepaid,Credit Card,Yes,15,0
6037285,84,4825.79,405366.36,Postpaid,Cash,No,35,0
6069148,17,15475.28,263079.76,Postpaid,Credit Card,NULL,NULL,1
6002539,106,3725.61,394914.66,Prepaid,Bank Transfer,Yes,24,0
6096784,31,9275.86,287551.66,Postpaid,Credit Card,Yes,47,0
6025413,70,6575.39,460277.3,Postpaid,Cheque,No,9,1
6081046,49,13275.94,650521.06,Postpaid,Cash,Yes,30,0
6057319,15,2925.47,43882.05,Prepaid,Credit Card,No,16,1
6018642,92,11225.63,1032757.96,Postpaid,Credit Card,Yes,44,0
6073495,57,5475.82,312121.74,Prepaid,Bank Transfer,NULL,1,0
6048271,2,14575.36,29150.72,Postpaid,Cash,No,32,1
6035104,120,8125.49,975058.8,Prepaid,Cheque,Yes,21,0
6062853,36,13825.71,497725.56,Prepaid,Credit Card,Yes,50,1
6009716,75,2525.84,189438,Prepaid,Cash,No,7,0
6094325,63,10075.39,634749.57,Prepaid,Credit Card,Yes,26,0
6028167,10,6125.67,61256.7,Prepaid,Credit Card,Yes,13,1
6085743,88,1585.92,139560.96,Prepaid,Bank Transfer,No,NULL,0
6051928,45,12625.43,568144.35,Postpaid,Cash,NULL,39,0
6017439,102,4375.68,446319.36,Postpaid,Cheque,Yes,5,1
6078502,29,11975.26,347282.54,Prepaid,Credit Card,No,18,0
6043157,83,6975.81,578992.23,Prepaid,Cash,Yes,43,1
6036984,21,14675.54,308186.34,Postpaid,Credit Card,Yes,11,0
6060419,97,3275.47,317720.59,Prepaid,Bank Transfer,No,28,0
6005281,42,10725.89,450487.38,Prepaid,Credit Card,Yes,36,1
6097854,116,5275.34,611939.44,Prepaid,Cash,NULL,4,0
6021643,35,13975.72,489150.2,Prepaid,Cheque,No,45,1
6089135,68,1875.63,127542.84,Prepaid,Credit Card,Yes,14,0
6054672,14,9575.48,134056.72,Postpaid,Credit Card,Yes,22,0
6012584,91,7525.96,684862.36,Prepaid,Bank Transfer,No,8,1
6076349,56,12475.31,698617.36,Prepaid,Cash,Yes,NULL,0
6048903,7,3925.84,27480.88,Prepaid,Credit Card,No,31,0
6037412,104,15175.69,1578271.76,Prepaid,Cheque,NULL,17,1
6063598,29,6425.27,186332.83,Prepaid,Credit Card,Yes,40,0
6001745,75,11375.82,853186.5,Postpaid,Cash,Yes,6,1
6095236,51,4825.59,246105.09,Postpaid,Bank Transfer,No,25,0
6028471,18,13525.46,243458.28,Postpaid,Credit Card,Yes,49,0
6082604,112,2675.74,299682.88,Prepaid,Cash,No,12,1
6059183,64,8925.38,571224.32,Prepaid,Credit Card,Yes,34,0
6016375,39,5625.91,219410.49,Prepaid,Cheque,NULL,0,1
6074821,86,14725.36,1266380.96,Postpaid,Bank Transfer,No,29,0
6041039,5,7175.62,35878.1,Prepaid,Credit Card,Yes,15,0
6038754,119,10275.83,1222823.77,Prepaid,Cash,Yes,46,1
6067240,33,3425.49,113041.17,Postpaid,Credit Card,No,3,0
6004918,70,12925.76,904803.2,Prepaid,Credit Card,Yes,NULL,0
6093167,47,6125.34,287890.98,Prepaid,Cash,Yes,20,1
6027581,12,14375.87,172510.44,Postpaid,Bank Transfer,No,37,0
6081453,98,2325.58,227906.84,Prepaid,Cheque,NULL,10,1
6056321,58,11675.42,677174.36,Postpaid,Credit Card,Yes,42,0
6019847,24,6725.95,161422.8,Prepaid,Cash,No,5,0
6074825,81,15425.36,1249454.16,Prepaid,Credit Card,Yes,27,1
6001734,45,3725.79,167660.55,Prepaid,Bank Transfer,No,16,0
6095412,109,9750.48,1062802.32,Prepaid,Credit Card,Yes,48,1
6028695,16,5825.67,93210.72,Postpaid,Cash,Yes,9,0
6083140,93,13375.29,1243901.97,Prepaid,Cheque,NULL,33,0
6057269,52,4275.81,222342.12,Postpaid,Credit Card,No,14,1
6014583,6,14525.63,87153.78,Postpaid,Credit Card,Yes,NULL,0
6079351,115,2975.46,342177.9,Prepaid,Bank Transfer,Yes,14,0
6042807,37,10825.74,400552.38,Prepaid,Cash,No,38,1
6036714,73,6925.38,505552.74,Postpaid,Cheque,Yes,5,0
6061428,60,15125.92,907555.2,Prepaid,Credit Card,NULL,NULL,1
6009543,28,2175.31,60908.68,Prepaid,Cash,No,27,0
6092876,101,8350.69,843419.69,Postpaid,Credit Card,Yes,12,0
6024359,49,5525.47,270748.03,Postpaid,Bank Transfer,Yes,44,1
6087601,13,12875.83,167385.79,Postpaid,Credit Card,No,3,0
6051937,87,4625.96,402458.52,Prepaid,Cash,Yes,19,1
6018425,66,11925.28,787068.48,Postpaid,Credit Card,Yes,50,0
6073169,20,7425.54,148510.8,Postpaid,Cheque,No,8,0
6045281,114,13625.91,1553353.74,Prepaid,Cash,NULL,31,1
6037906,31,3125.73,96897.63,Postpaid,Bank Transfer,Yes,16,0
6068741,78,10475.39,817080.42,Prepaid,Credit Card,No,24,0
6003158,54,6125.82,330794.28,Prepaid,Credit Card,Yes,0,1
6096740,9,14875.67,133881.03,Prepaid,Cash,NULL,42,0
6021587,96,3825.46,367244.16,Postpaid,Cheque,Yes,11,1
6089432,41,9250.74,379280.34,Prepaid,Credit Card,No,35,0
6054819,118,6725.18,793571.24,Postpaid,Bank Transfer,Yes,NULL,0
6012736,25,14225.83,355645.75,Postpaid,Cash,Yes,22,1
6078504,69,2475.69,170822.61,Prepaid,Credit Card,No,47,0
6041963,57,11525.37,656946.09,Prepaid,Credit Card,Yes,6,1
6035248,3,5075.91,15227.73,Prepaid,Cheque,NULL,29,0
6067089,107,13175.64,1409793.48,Prepaid,Cash,No,13,0
6008472,36,7825.29,281710.44,Prepaid,Bank Transfer,Yes,40,1
6091325,84,15625.48,1312540.32,Postpaid,Credit Card,Yes,2,0
6029761,15,1925.83,28887.45,Postpaid,Cash,No,18,0
6084015,102,8725.56,890007.12,Prepaid,Credit Card,Yes,33,1
6052678,50,6325.92,316296,Postpaid,Credit Card,No,9,0
6019342,22,12725.31,279956.82,Prepaid,Bank Transfer,Yes,45,1
6075186,89,3425.68,304885.52,Prepaid,Cheque,NULL,15,0
6048739,62,14975.74,928495.88,Prepaid,Cash,Yes,26,0
6031057,11,4525.39,49779.29,Postpaid,Credit Card,No,4,1
6064512,117,10975.86,1284175.62,Postpaid,Credit Card,Yes,NULL,0
6006284,44,6925.43,304718.92,Prepaid,Cash,Yes,37,1
6097541,76,13725.58,1043144.08,Prepaid,Bank Transfer,No,10,0
6023175,19,2825.97,53693.43,Prepaid,Cheque,NULL,21,0
6088609,95,9625.34,914407.3,Prepaid,Credit Card,Yes,48,1
6051423,53,5725.81,303467.93,Postpaid,Cash,No,7,0
6017864,8,12075.49,96603.92,Prepaid,Credit Card,Yes,32,0
6072905,110,8175.62,899318.2,Postpaid,Credit Card,Yes,14,1
6045198,34,14425.27,490459.18,Postpaid,Bank Transfer,No,49,0
6038721,71,3125.94,221941.74,Prepaid,Cash,Yes,5,1
6069354,46,10375.86,477289.56,Prepaid,Cheque,No,28,0
6004813,27,4825.61,130291.47,Prepaid,Credit Card,NULL,NULL,0
6092637,99,13275.39,1314263.61,Postpaid,Cash,Yes,17,1
6027548,61,2525.74,154070.14,Prepaid,Credit Card,Yes,43,0
6080156,4,11675.93,46703.72,Prepaid,Bank Transfer,No,12,1
6056982,85,6575.28,558898.8,Postpaid,Credit Card,Yes,36,0
6013497,55,15225.46,837400.3,Prepaid,Cash,No,1,0
6078419,17,3725.82,63338.94,Postpaid,Cheque,Yes,25,1
6042306,113,8875.64,1002947.32,Prepaid,Credit Card,NULL,39,0
6035172,40,5425.31,217012.4,Prepaid,Credit Card,No,8,0
6061845,72,13975.79,1006256.88,Postpaid,Bank Transfer,Yes,30,1
6009751,30,2175.48,65264.4,Postpaid,Cash,Yes,16,0
6094068,106,12775.62,1354215.72,Prepaid,Credit Card,No,46,1
6021384,48,7325.93,351644.64,Postpaid,Cheque,Yes,3,0
6087295,14,14525.34,203354.76,Postpaid,Credit Card,Yes,20,0
6059146,92,3925.87,361180.04,Postpaid,Cash,No,NULL,1
6015637,67,10175.56,681762.52,Postpaid,Bank Transfer,NULL,34,0
6073258,23,6125.41,140884.43,Postpaid,Credit Card,Yes,11,1
6046819,120,13475.82,1617098.4,Prepaid,Cash,No,41,0
6032904,38,2975.63,113073.94,Prepaid,Credit Card,Yes,6,0
6067432,79,11825.97,934251.63,Postpaid,Cheque,Yes,23,1
6002589,51,4625.29,235889.79,Prepaid,Credit Card,No,50,0
6098174,10,15375.68,153756.8,Prepaid,Cash,Yes,13,0
6026401,100,6875.47,687547,Postpaid,Bank Transfer,NULL,27,1
6081935,59,9725.84,573824.56,Prepaid,Credit Card,No,2,0
6054728,26,3525.91,91673.66,Postpaid,Credit Card,Yes,38,1
6018293,88,14075.39,1238634.32,Postpaid,Cash,Yes,18,0
6071046,43,5825.74,250506.82,Postpaid,Cheque,No,NULL,0
6049382,16,12625.31,202004.96,Prepaid,Credit Card,Yes,45,1
6037651,111,2275.86,252620.46,Prepaid,Bank Transfer,No,9,0
6065279,32,10975.52,351216.64,Prepaid,Cash,NULL,31,0
6003841,74,6425.93,475518.82,Prepaid,Credit Card,Yes,15,0
6096517,63,14925.28,940292.64,Postpaid,Credit Card,Yes,24,1
6029038,7,4175.67,29229.69,Postpaid,Cheque,No,7,0
6084705,105,9150.46,960798.3,Prepaid,Cash,Yes,42,1
6057314,52,7625.83,396543.16,Prepaid,Bank Transfer,No,19,0
6012968,18,13125.54,236259.72,Prepaid,Credit Card,Yes,35,0
6078423,94,2725.39,256186.66,Postpaid,Cash,NULL,4,1
6041579,46,11875.91,546291.86,Postpaid,Credit Card,No,28,0
6036842,82,5125.64,420302.48,Postpaid,Credit Card,Yes,NULL,0
6069157,29,14375.27,416882.83,Prepaid,Bank Transfer,Yes,16,1
6005328,116,3725.84,432197.44,Postpaid,Cheque,No,47,0
6092184,35,10075.63,352647.05,Postpaid,Cash,Yes,10,1
6024715,69,6925.48,477858.12,Prepaid,Credit Card,Yes,33,0
6089760,12,15425.72,185108.64,Prepaid,Credit Card,No,5,0
6051832,101,1825.96,184421.96,Prepaid,Cash,NULL,22,1
6017546,57,8750.34,498769.38,Prepaid,Bank Transfer,Yes,40,0
6073601,20,5475.69,109513.8,Prepaid,Cheque,No,12,0
6048927,86,12275.81,1055719.66,Prepaid,Credit Card,Yes,29,1
6031486,41,4825.37,197840.17,Prepaid,Cash,Yes,1,0
6062785,108,13675.59,1476963.72,Postpaid,Credit Card,No,44,0
6007193,53,3275.92,173623.76,Prepaid,Credit Card,Yes,14,1
6095341,5,14725.43,73627.15,Prepaid,Bank Transfer,NULL,NULL,0
6028657,97,6325.74,613596.78,Prepaid,Cash,No,36,1
6081243,64,10475.28,670417.92,Prepaid,Cheque,Yes,8,0
6059470,24,2575.86,61820.64,Postpaid,Credit Card,Yes,25,0
6013825,115,12975.61,1492195.15,Prepaid,Cash,No,49,1
6076158,39,5725.49,223294.11,Prepaid,Credit Card,Yes,3,0
6042731,73,15175.83,1107835.59,Prepaid,Bank Transfer,No,17,1
6039517,15,3975.68,59635.2,Postpaid,Credit Card,NULL,32,0
6064308,90,9625.27,866274.3,Prepaid,Cash,Yes,11,0
6001467,61,7125.94,434682.34,Prepaid,Cheque,Yes,46,1
6097832,33,13825.36,456236.88,Prepaid,Credit Card,No,20,0
6025941,118,2925.52,345211.36,Prepaid,Credit Card,Yes,38,0
6083057,27,11475.79,309846.33,Prepaid,Bank Transfer,No,6,1
6056184,80,4575.31,366024.8,Prepaid,Cash,Yes,NULL,0
6019370,50,14625.86,731293,Prepaid,Credit Card,NULL,27,1
6072815,9,6825.47,61429.23,Prepaid,Cheque,No,13,0
6047093,104,11975.64,1245466.56,Prepaid,Credit Card,Yes,41,0
6035624,45,3425.83,154162.35,Postpaid,Cash,Yes,5,1
6068521,68,13275.29,902719.72,Postpaid,Bank Transfer,No,30,0
6004912,17,5275.91,89690.47,Postpaid,Credit Card,Yes,18,0
6093258,112,1575.68,176476.16,Postpaid,Cash,Yes,50,1
6021483,36,8450.37,304213.32,Prepaid,Credit Card,No,9,0
6087645,76,13275.64,1008948.64,Postpaid,Cheque,NULL,23,1
6052709,58,2975.82,172597.56,Prepaid,Bank Transfer,Yes,37,0
6018562,13,11625.49,151131.37,Postpaid,Credit Card,No,2,0
6074398,99,5725.91,566865.09,Postpaid,Cash,Yes,NULL,1
6041857,42,14875.36,624765.12,Postpaid,Credit Card,Yes,34,0
6037109,84,3925.74,329762.16,Postpaid,Credit Card,No,15,1
6062943,31,9675.28,299933.68,Postpaid,Cash,Yes,48,0
6008735,71,6525.83,463333.93,Prepaid,Bank Transfer,NULL,7,0
6095147,54,12575.46,679074.84,Prepaid,Cheque,No,26,1
6026873,6,2175.69,13054.14,Prepaid,Credit Card,Yes,12,0
6080429,109,10925.34,1190862.06,Prepaid,Cash,Yes,39,0
6059318,47,4875.92,229168.24,Postpaid,Credit Card,No,4,1
6012476,22,15325.57,337162.54,Postpaid,Bank Transfer,Yes,21,0
6075684,95,7325.18,695892.1,Prepaid,Credit Card,No,45,1
6043925,60,11875.63,712537.8,Prepaid,Cheque,NULL,10,0
6038750,18,3425.79,61664.22,Prepaid,Cash,Yes,31,0
6067139,117,13725.41,1605872.97,Postpaid,Credit Card,Yes,NULL,1
6002594,37,6125.86,226656.82,Prepaid,Credit Card,No,16,0
6098410,83,14275.29,1184849.07,Prepaid,Bank Transfer,Yes,43,0
6025346,26,2525.73,65668.98,Postpaid,Cash,No,8,1
6081703,102,9825.61,1002212.22,Prepaid,Cheque,Yes,28,0
6054869,49,5475.38,268293.62,Prepaid,Credit Card,NULL,35,1
6019284,11,12975.84,142734.24,Prepaid,Cash,No,1,0
6073152,89,3725.46,331565.94,Prepaid,Credit Card,Yes,47,0
6047608,65,15025.92,976684.8,Postpaid,Credit Card,Yes,14,1
6032419,21,6875.37,144382.77,Postpaid,Bank Transfer,No,22,0
6061852,114,10425.58,1188516.12,Prepaid,Cash,Yes,6,1
6009476,34,4625.81,157277.54,Postpaid,Cheque,Yes,40,0
6096523,78,12175.36,949678.08,Prepaid,Credit Card,No,19,0
6028741,55,7925.49,435901.95,Prepaid,Cash,NULL,NULL,1
6085367,8,13675.74,109405.92,Prepaid,Credit Card,Yes,33,0
6051948,106,2875.62,304815.72,Prepaid,Bank Transfer,No,11,0
6017639,43,11575.93,497764.99,Postpaid,Credit Card,Yes,25,1
6074205,70,5125.28,358769.6,Postpaid,Cash,Yes,50,0
6040816,16,14575.67,233210.72,Postpaid,Cheque,No,3,1
6036974,93,3975.86,369754.98,Prepaid,Credit Card,Yes,18,0
6068342,62,8875.39,550274.18,Prepaid,Credit Card,NULL,42,0
6005137,28,6425.71,179919.88,Postpaid,Bank Transfer,No,7,1
6092785,119,12725.54,1514339.26,Postpaid,Cash,Yes,29,0
6021409,40,NULL,#VALUE!,Prepaid,Credit Card,Yes,13,1
6089547,75,1575.92,118194,Prepaid,Cheque,No,36,0
6053274,52,11375.46,591523.92,Postpaid,Credit Card,Yes,5,0
6018490,14,5725.83,80161.62,Prepaid,Cash,No,NULL,1
6076135,87,14975.29,1302850.23,Postpaid,Bank Transfer,NULL,24,0
6042951,59,3125.64,184412.76,Prepaid,Credit Card,Yes,46,0
6037862,25,9725.38,243134.5,Prepaid,Cash,Yes,10,1
6064081,103,6925.81,713358.43,Prepaid,Credit Card,No,32,0
6007319,38,13475.57,512071.66,Prepaid,Cheque,Yes,15,1
6091456,67,2475.36,165849.12,Postpaid,Credit Card,No,49,0
6029834,19,10675.94,202842.86,Postpaid,Cash,Yes,2,0
6082165,110,4325.68,475824.8,Prepaid,Bank Transfer,NULL,20,1
6058742,44,15275.49,672121.56,Postpaid,Credit Card,No,38,0
6015307,81,6175.72,500233.32,Prepaid,Credit Card,Yes,8,1
6073921,57,11925.38,679746.66,Postpaid,Cash,Yes,27,0
6049685,3,3475.91,10427.73,Prepaid,Cheque,No,44,0
6031247,96,13875.26,1332024.96,Prepaid,Credit Card,Yes,NULL,1
6067598,63,7825.63,493014.69,Prepaid,Bank Transfer,Yes,17,0
6004852,12,12675.48,152105.76,Postpaid,Cash,No,41,0
6095374,115,1925.84,221471.6,Postpaid,Credit Card,NULL,6,1
6026148,30,9250.37,277511.1,Postpaid,Credit Card,Yes,30,0
6083019,72,5575.69,401449.68,Postpaid,Cheque,No,12,1
6052471,48,14325.82,687639.36,Prepaid,Cash,Yes,35,0
6019865,23,2875.47,66135.81,Postpaid,Bank Transfer,No,4,0
6078450,100,10825.96,1082596,Postpaid,Credit Card,Yes,23,1
6041738,56,4725.34,264619.04,Prepaid,Cash,Yes,48,0
6036591,7,13175.71,92229.97,Prepaid,Credit Card,NULL,9,0
6069247,85,6625.29,563149.65,Postpaid,Credit Card,No,26,1
6002183,69,15475.63,1067818.47,Prepaid,Bank Transfer,Yes,14,0
6097649,15,3525.88,52888.2,Prepaid,Cheque,Yes,NULL,1
6023578,113,9950.42,1124397.46,Postpaid,Cash,No,37,0
6089406,41,5925.74,242955.34,Prepaid,Credit Card,Yes,1,0
6057194,79,11775.39,930255.81,Prepaid,Credit Card,NULL,45,1
6014823,32,8275.61,264819.52,Postpaid,Cash,No,11,0
6071369,94,14625.84,1374828.96,Prepaid,Bank Transfer,Yes,29,1
6048257,53,2175.37,115294.61,Postpaid,Cheque,Yes,50,0
6035704,18,10125.92,182266.56,Prepaid,Credit Card,No,5,0
6062918,107,5325.46,569824.22,Postpaid,Cash,Yes,34,1
6009548,46,13525.79,622186.34,Prepaid,Credit Card,Yes,16,0
6094132,66,3925.63,259091.58,Prepaid,Credit Card,No,21,0
6027815,24,12875.28,309006.72,Prepaid,Cash,NULL,43,1
6081650,118,7125.86,840851.48,Postpaid,Bank Transfer,Yes,7,0
6053942,39,15125.47,589893.33,Postpaid,Credit Card,No,NULL,1
6018276,73,2725.94,198993.62,Postpaid,Cheque,Yes,28,0
6075409,51,8875.52,452651.52,Prepaid,Cash,Yes,12,0
6042175,10,6475.39,64753.9,Prepaid,Credit Card,No,39,1
6039631,98,14025.81,1374529.38,Prepaid,Credit Card,Yes,3,0
6067804,60,3125.67,187540.2,Postpaid,Bank Transfer,NULL,47,1
6003478,27,11275.48,304437.96,Prepaid,Cash,No,18,0
6096281,91,4575.93,416409.63,Prepaid,Credit Card,Yes,31,0
6024593,35,15375.26,538134.1,Prepaid,Cheque,Yes,10,1
6087134,82,6925.84,567918.88,Postpaid,Credit Card,No,24,0
6059017,16,10475.31,167604.96,Prepaid,Cash,Yes,46,0
6012358,111,3725.59,413540.49,Prepaid,Bank Transfer,No,2,1
6074862,54,12275.76,662891.04,Prepaid,Credit Card,NULL,NULL,0
6048791,4,5825.42,23301.68,Postpaid,Cash,Yes,36,1
6035149,104,14725.89,1531492.56,Prepaid,Credit Card,Yes,13,0
6061423,42,2325.64,97676.88,Postpaid,Cheque,No,40,0
6008654,77,9680.37,745388.49,Postpaid,Credit Card,Yes,8,1
6092748,58,6275.91,364002.78,Prepaid,Bank Transfer,No,22,0
6026385,20,13225.54,264510.8,Prepaid,Cash,Yes,49,1
6080957,116,4175.68,484378.88,Prepaid,Credit Card,NULL,15,0
6057621,31,11525.29,357283.99,Postpaid,Cash,No,27,0
6019435,68,7425.83,504956.44,Prepaid,Cheque,Yes,5,1
6073184,13,14925.46,194030.98,Prepaid,Credit Card,Yes,33,0
6045920,95,1825.72,173443.4,Postpaid,Bank Transfer,No,17,0
6037801,47,8575.39,403043.33,Prepaid,Credit Card,Yes,NULL,1
6064519,86,5125.96,440832.56,Prepaid,Cash,Yes,22,0
6001249,29,13825.67,400944.43,Prepaid,Credit Card,No,7,1
6098573,109,2975.48,324327.32,Prepaid,Cheque,NULL,41,0
6027164,61,10725.82,654275.02,Prepaid,Cash,Yes,NULL,0
6085301,22,6525.37,143558.14,Prepaid,Bank Transfer,No,15,1
6052876,80,12625.94,1010075.2,Prepaid,Credit Card,Yes,34,0
6016742,52,3525.76,183339.52,Prepaid,Credit Card,Yes,3,1
6079035,6,14175.28,85051.68,Prepaid,Cash,No,48,0
6041682,114,7825.49,892105.86,Prepaid,Cheque,Yes,10,0
6034958,37,11825.63,437548.31,Postpaid,Credit Card,NULL,26,1
6067291,74,2475.91,183217.34,Postpaid,Bank Transfer,No,0,0
6005837,19,10275.36,195231.84,Postpaid,Cash,Yes,39,0
6093128,99,5675.82,561906.18,Prepaid,Credit Card,Yes,18,1
6028546,64,15225.57,974436.48,Postpaid,Credit Card,No,45,0
6080417,11,3975.29,43728.19,Postpaid,Cheque,Yes,12,1
6059362,88,9375.64,825056.32,Prepaid,Cash,No,31,0
6012479,45,6825.73,307157.85,Prepaid,Bank Transfer,NULL,5,0
6076514,102,13075.48,1333698.96,Prepaid,Credit Card,Yes,NULL,1
6047830,33,2125.86,70153.38,Prepaid,Cash,Yes,24,0
6031785,71,11675.39,828952.69,Prepaid,Credit Card,No,50,1
6065024,56,4725.91,264650.96,Prepaid,Credit Card,Yes,8,0
6009487,17,14525.62,246935.54,Postpaid,Bank Transfer,No,36,0
6094653,117,6075.34,710814.78,Postpaid,Cheque,Yes,14,1
6023914,40,15475.83,619033.2,Prepaid,Cash,NULL,29,0
6087259,83,3275.67,271880.61,Postpaid,Credit Card,No,2,0
6051438,25,8975.52,224388,Postpaid,Credit Card,Yes,43,1
6018960,92,5425.76,499169.92,Prepaid,Cash,Yes,17,0
6072741,59,12125.48,715403.32,Prepaid,Bank Transfer,No,21,1
6045206,8,7625.91,61007.28,Prepaid,Cheque,Yes,47,0
6038397,105,13625.37,1430663.85,Prepaid,Credit Card,Yes,6,0
6069150,48,2875.84,138040.32,Prepaid,Cash,No,33,1
6002718,14,10975.26,153653.64,Postpaid,Credit Card,NULL,11,0
6096843,97,6325.69,613591.93,Postpaid,Bank Transfer,Yes,NULL,1
6021579,62,14825.53,919182.86,Postpaid,Credit Card,No,28,0
6089341,30,1925.78,57773.4,Postpaid,Cash,Yes,4,0
6054782,110,9875.42,1086296.2,Prepaid,Cheque,No,40,1
